Timestamp,Quadrant,Section,Water Size Width,Water Size Length,Water Size Depth,Pool Type,Treatment,Dips,Firsts,Seconds,Thirds,Fourths,Pupae,GPS Point Accuracy,Latitude,Longitude,New Georeferenced Column
"May 20, 2021 01:18:28 PM",SE,K1,10,10,10,Temp,pre-treatment,10,3.000,,,,,,53.39558100,-113.48160600,POINT (-113.481606 53.395581)
"June 19, 2023 08:16:43 PM",SE,,2,50,15,Ditch,pre-treatment,10,,0.300,,,,,53.51950000,-113.38933800,POINT (-113.389338 53.5195)
"May 24, 2022 08:11:59 PM",NW,,1,15,10,Ditch along road/highway,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.55060900,-113.67045100,POINT (-113.670451 53.550609)
"July 22, 2019 12:39:00 PM",SE,D1,5,10,15,Temp,pre-treatment,10,7.000,0.000,0.000,0.000,0.000,,53.49120500,-113.48378300,POINT (-113.483783 53.491205)
"May 16, 2017 06:41:00 PM",SE,I1,7,20,15,Temp,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.42157500,-113.47784300,POINT (-113.477843 53.421575)
"June 14, 2013 03:22:03 PM",NE,E9,20,15,10,Temp,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.61039600,-113.29535600,POINT (-113.295356 53.610396)
"July 26, 2014 02:04:12 PM",NE,H2,2,100,15,DitchRoad,pre-treatment,10,0.300,0.000,0.000,0.000,0.000,,53.64652000,-113.46309100,POINT (-113.463091 53.64652)
"June 20, 2023 08:23:47 PM",SW,,10,30,25,Semi,pre-treatment,10,5.000,10.000,0.000,0.000,0.000,,53.49871900,-113.53528000,POINT (-113.53528 53.498719)
"July 27, 2020 07:47:09 AM",NE,D4,2,10,10,Ditch/Trench/Furrow across field,pre-treatment,5,0.000,0.000,0.000,0.000,0.000,,53.59611900,-113.39516000,POINT (-113.39516 53.596119)
"August 08, 2012 05:29:47 PM",SW,H5,3,8,10,temp,unsure,5,0.000,0.000,0.000,0.400,0.000,,53.43689000,-113.61329600,POINT (-113.613296 53.43689)
"July 06, 2016 04:57:00 PM",NW,D5,1,100,15,DitchRoad,pre-treatment,20,0.000,0.000,0.000,0.000,0.000,,53.59901900,-113.60756700,POINT (-113.607567 53.599019)
"August 05, 2022 04:49:45 PM",NW,,,,,Temp,pre-treatment,,,,,,,,53.58783900,-113.55849300,POINT (-113.558493 53.587839)
"June 06, 2014 02:00:26 PM",SE,A4,1,5,5,Temp,Other,3,0.000,0.000,0.000,0.000,0.000,,53.54048100,-113.41278300,POINT (-113.412783 53.540481)
"April 17, 2023 05:33:46 PM",SW,,4,30,10,Ditch,post-treatment,10,0.000,1.000,0.000,0.000,0.000,,53.52381200,-113.66337800,POINT (-113.663378 53.523812)
"May 09, 2022 08:03:53 PM",NW,,1,10,5,Ditch along road/highway,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.58740600,-113.71583900,POINT (-113.715839 53.587406)
"April 04, 2016 04:37:54 PM",SW,E7,20,30,15,Semi,pre-treatment,10,1.000,0.000,0.000,0.000,0.000,,53.47656700,-113.65176700,POINT (-113.651767 53.476567)
"May 10, 2017 03:19:00 PM",NW,D8,15,30,20,Semi,post-treatment,12,0.000,0.000,0.000,0.000,0.000,,53.59211300,-113.68688800,POINT (-113.686888 53.592113)
"June 06, 2014 04:05:59 PM",NE,J8,2,30,8,DitchRoad,post-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.68372200,-113.31965400,POINT (-113.319654 53.683722)
"July 21, 2020 06:34:03 AM",NE,A7,1,5,15,Ditch along road/highway,pre-treatment,15,0.000,0.000,0.000,0.000,0.000,,53.54245700,-113.34536000,POINT (-113.34536 53.542457)
"July 06, 2022 07:40:06 PM",SE,,1,5,15,Ditch along road/highway,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.54224700,-113.37755400,POINT (-113.377554 53.542247)
"July 07, 2022 04:18:54 PM",SE,,7,15,20,Temp,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.45959800,-113.47280200,POINT (-113.472802 53.459598)
"June 17, 2013 06:18:08 PM",NW,C10,17,20,30,Temp,pre-treatment,10,10.000,0.000,0.000,0.000,0.000,,53.58300600,-113.71863900,POINT (-113.718639 53.583006)
"July 24, 2017 07:14:00 PM",SW,I1,40,75,12,Temp,pre-treatment,12,1.000,0.000,0.000,0.000,0.000,,53.41057500,-113.49941000,POINT (-113.49941 53.410575)
"June 04, 2014 05:28:52 PM",NE,F4,2,100,15,Semi,post-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.62440900,-113.39858900,POINT (-113.398589 53.624409)
"July 21, 2020 08:45:01 AM",SE,F6,1,100,15,Ditch along road/highway,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.46199100,-113.34569300,POINT (-113.345693 53.461991)
"September 06, 2023 05:43:46 PM",NE,,,,,Temp,pre-treatment,,,,,,,,53.65191400,-113.46751700,POINT (-113.467517 53.651914)
"June 17, 2019 03:09:00 PM",NE,I6,2,40,25,DitchRoad,post-treatment,15,0.000,0.000,0.000,0.000,0.000,,53.65842400,-113.36780300,POINT (-113.367803 53.658424)
"July 10, 2019 12:26:00 PM",NW,C5,2,15,10,DitchRoad,pre-treatment,10,1.000,0.000,0.000,0.000,0.000,,53.58487300,-113.59322500,POINT (-113.593225 53.584873)
"July 02, 2020 09:10:45 AM",SW,H8,1,15,12,Ditch along road/highway,pre-treatment,10,20.000,,,,,,53.42853900,-113.67378000,POINT (-113.67378 53.428539)
"June 14, 2016 01:20:00 PM",SE,E1,5,15,10,Temp,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.47828900,-113.46811600,POINT (-113.468116 53.478289)
"May 06, 2022 04:08:05 PM",SE,,3,15,10,Temp,post-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.49981000,-113.36818900,POINT (-113.368189 53.49981)
"July 22, 2013 02:48:50 PM",SW,C6,5,10,10,Temp,post-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.50577800,-113.62749400,POINT (-113.627494 53.505778)
"May 30, 2016 01:57:00 PM",NW,F3,,,,,,,,,,,,,53.62338500,-113.56454900,POINT (-113.564549 53.623385)
"May 25, 2021 07:46:43 AM",SE,F7,1,6,15,Temp,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.46221300,-113.34292800,POINT (-113.342928 53.462213)
"June 15, 2012 05:21:03 PM",NE,K2,2,5,5,ditch,pre-treatment,10,3.000,0.000,0.000,0.000,0.000,,53.68701400,-113.46729700,POINT (-113.467297 53.687014)
"July 18, 2016 03:51:00 PM",SW,C2,2,50,25,Semi,post-treatment,12,0.000,0.000,0.000,0.000,0.000,,53.50065600,-113.52910400,POINT (-113.529104 53.500656)
"July 13, 2020 10:23:03 AM",NW,H2,10,40,15,Temp,pre-treatment,10,0.000,1.500,5.500,0.400,1.700,,53.64461100,-113.53000900,POINT (-113.530009 53.644611)
"May 15, 2017 08:28:56 PM",NW,E4,70,120,30,Semi,pre-treatment,10,0.000,0.000,10.000,15.000,10.000,,53.61026300,-113.57194400,POINT (-113.571944 53.610263)
"May 15, 2023 09:11:35 PM",NW,,,,,Ditch,post-treatment,,,,,,,,53.62718600,-113.57904100,POINT (-113.579041 53.627186)
"August 08, 2017 02:16:00 PM",NE,B7,,,,,,,,,,,,,53.56533900,-113.32634300,POINT (-113.326343 53.565339)
"May 29, 2020 01:39:23 PM",NW,A7,20,50,15,Semi,post-treatment,10,0.000,0.000,0.000,0.100,0.000,,53.55179700,-113.65767100,POINT (-113.657671 53.551797)
"April 06, 2021 10:45:55 AM",NW,G2,5,10,10,Temp,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.63839700,-113.52579500,POINT (-113.525795 53.638397)
"April 13, 2016 02:22:51 PM",SE,A2,,,,,,0,,,,,,,53.54104000,-113.46591000,POINT (-113.46591 53.54104)
"June 13, 2012 05:13:50 PM",NW,B7,5,18,20,temp,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.55987700,-113.64076600,POINT (-113.640766 53.559877)
"July 22, 2020 11:15:58 AM",SW,G5,15,15,15,Ditch + overflow into field,pre-treatment,10,,0.200,,0.300,,,53.43571200,-113.59249700,POINT (-113.592497 53.435712)
"June 27, 2016 05:52:00 PM",NW,B7,10,7,25,Semi,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.57024700,-113.65565300,POINT (-113.655653 53.570247)
"May 10, 2013 07:32:49 PM",NE,B5,25,30,20,,,10,0.000,0.000,3.000,0.000,0.000,,53.56028400,-113.37171900,POINT (-113.371719 53.560284)
"August 23, 2012 06:12:23 PM",SE,L1,20,20,10,temp,pre-treatment,10,5.000,0.100,0.100,1.000,0.000,,53.37414900,-113.46759500,POINT (-113.467595 53.374149)
"June 06, 2014 05:19:59 PM",NE,K8,12,14,10,Temp,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.69629300,-113.31959300,POINT (-113.319593 53.696293)
"April 15, 2014 08:03:30 PM",SW,K9,15,10,50,Semi,pre-treatment,10,50.000,0.000,0.000,0.000,0.000,,53.38893800,-113.71080600,POINT (-113.710806 53.388938)
"July 19, 2023 04:21:10 PM",SW,,0.25,7,10,Temp,pre-treatment,10,5.000,,,,,,53.49509600,-113.53666800,POINT (-113.536668 53.495096)
"June 26, 2019 04:18:00 PM",NE,L2,15,15,10,Temp,post-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.70259700,-113.44322500,POINT (-113.443225 53.702597)
"April 28, 2020 12:19:57 PM",SW,B9,,,,Temp,post-treatment,,,,,,,,53.52566100,-113.70216500,POINT (-113.702165 53.525661)
"May 15, 2017 03:25:00 PM",SE,C5,1,50,10,Temp,pre-treatment,5,3.000,0.000,0.000,0.000,0.000,,53.50515300,-113.36979800,POINT (-113.369798 53.505153)
"April 23, 2015 07:31:00 PM",NE,B5,4,50,15,DitchField,Other,15,0.000,0.000,0.000,0.000,0.000,,53.55803000,-113.37279500,POINT (-113.372795 53.55803)
"May 09, 2013 09:08:53 PM",NE,L2,5,40,30,DitchRoad,post-treatment,10,0.000,0.000,0.000,1.000,0.000,,53.70913800,-113.44271200,POINT (-113.442712 53.709138)
"May 25, 2017 07:30:00 PM",NE,I7,9,50,15,Temp,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.66364200,-113.34401100,POINT (-113.344011 53.663642)
"April 06, 2017 07:09:00 PM",SW,D2,20,25,8,Temp,pre-treatment,10,1.000,0.000,0.000,0.000,0.000,,53.49734700,-113.53538400,POINT (-113.535384 53.497347)
"April 21, 2020 12:22:56 PM",NE,J4,36,42,10,Temp,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.68121900,-113.39510800,POINT (-113.395108 53.681219)
"May 05, 2017 07:46:00 PM",NW,F4,24,5,10,,post-treatment,10,0.000,2.000,1.000,0.000,0.000,,53.62418500,-113.56858000,POINT (-113.56858 53.624185)
"June 12, 2018 03:59:00 PM",SE,J8,20,45,15,Temp,pre-treatment,10,1.000,0.000,0.000,0.000,0.000,,53.40467100,-113.31901800,POINT (-113.319018 53.404671)
"June 06, 2014 02:03:53 PM",SW,A7,2,100,8,DitchRoad,pre-treatment,10,1.000,2.000,4.000,0.000,0.000,,53.53051000,-113.66002500,POINT (-113.660025 53.53051)
"April 12, 2023 05:11:06 PM",SW,,1,2,5,Ditch,pre-treatment,10,0.400,,,,,,53.43782000,-113.53965900,POINT (-113.539659 53.43782)
"April 27, 2023 05:35:49 PM",SW,,,,,Temp,post-treatment,,,,,,,,53.48937000,-113.60129400,POINT (-113.601294 53.48937)
"August 29, 2023 07:30:20 PM",SE,,,,,Temp,pre-treatment,,,,,,,,53.48968200,-113.47101600,POINT (-113.471016 53.489682)
"April 07, 2021 10:43:35 AM",NW,A7,1,100,15,Ditch along road/highway,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.55504100,-113.66134400,POINT (-113.661344 53.555041)
"May 29, 2017 06:40:00 PM",SW,K4,45,50,10,Temp,pre-treatment,10,0.000,0.000,0.900,0.000,0.000,,53.38325100,-113.56573000,POINT (-113.56573 53.383251)
"April 06, 2021 10:04:50 AM",SW,G5,,,,Semi,pre-treatment,,,,,,,,53.44607900,-113.60093100,POINT (-113.600931 53.446079)
"June 15, 2021 09:32:04 AM",SE,F5,1,3,10,Temp,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.46221400,-113.37975500,POINT (-113.379755 53.462214)
"August 11, 2016 12:37:00 PM",SE,B4,1,50,12,Temp,pre-treatment,5,20.000,0.000,0.000,0.000,0.000,,53.51544300,-113.40994600,POINT (-113.409946 53.515443)
"June 06, 2014 05:06:38 PM",SE,G1,5,12,10,,pre-treatment,5,0.000,0.000,0.000,0.000,0.000,,53.44248100,-113.48038200,POINT (-113.480382 53.442481)
"August 06, 2019 06:51:00 PM",SW,G9,3,5,8,DitchRoad,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.45252300,-113.71357100,POINT (-113.713571 53.452523)
"July 12, 2012 04:15:21 PM",NE,A5,15,20,15,semi,pre-treatment,5,0.000,0.000,0.000,0.000,0.000,,53.55426400,-113.37402500,POINT (-113.374025 53.554264)
"May 06, 2020 11:57:20 AM",SE,L3,3,25,15,Temp,post-treatment,10,0.000,1.300,0.100,0.100,0.000,,53.38156900,-113.41955600,POINT (-113.419556 53.381569)
"May 10, 2017 03:45:00 PM",NW,J1,10,15,10,Temp,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.68362100,-113.49341600,POINT (-113.493416 53.683621)
"May 30, 2017 02:45:00 PM",NE,H4,12,15,10,Temp,pre-treatment,10,0.000,0.000,0.100,0.000,0.000,,53.65727100,-113.41397900,POINT (-113.413979 53.657271)
"April 29, 2022 08:18:03 PM",SE,,5,10,20,Temp,pre-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.40002500,-113.48352200,POINT (-113.483522 53.400025)
"April 07, 2021 09:07:40 AM",NE,F4,,,,Temp,pre-treatment,,,,,,,,53.62863100,-113.40299100,POINT (-113.402991 53.628631)
"June 15, 2012 07:00:18 PM",SE,J1,5,8,12,temp,pre-treatment,15,0.000,0.000,0.000,0.000,0.000,,53.40963700,-113.48717300,POINT (-113.487173 53.409637)
"April 23, 2020 09:54:34 AM",SE,P8,10,10,20,Temp,Outside program,10,0.400,0.000,0.000,0.000,0.000,,53.31829700,-113.31811800,POINT (-113.318118 53.318297)
"May 03, 2018 04:57:00 PM",NW,E4,7,8,3,Temp,pre-treatment,10,0.000,8.000,6.000,0.000,0.000,,53.61331200,-113.57870300,POINT (-113.578703 53.613312)
"June 11, 2019 05:27:00 PM",NE,H1,1,1,25,Temp,pre-treatment,10,1.000,0.000,0.000,0.000,0.000,,53.64721400,-113.48535200,POINT (-113.485352 53.647214)
"August 03, 2018 04:35:00 PM",SW,C2,1,30,10,DitchRoad,pre-treatment,5,4.000,0.000,0.000,0.000,0.000,,53.50094400,-113.53107300,POINT (-113.531073 53.500944)
"June 04, 2018 02:21:00 PM",NW,A7,1,1,5,Temp,pre-treatment,12,1.000,0.000,0.000,0.000,0.000,,53.54997700,-113.65962700,POINT (-113.659627 53.549977)
"August 02, 2023 08:06:40 PM",NE,,3,15,15,Ditch,post-treatment,10,0.400,,,,,,53.70006500,-113.39340000,POINT (-113.3934 53.700065)
"June 06, 2014 04:46:18 PM",SE,C5,1,15,5,Temp,Other,3,1.000,0.000,0.000,0.000,0.000,,53.50122700,-113.38124200,POINT (-113.381242 53.501227)
"June 26, 2022 04:15:15 PM",SW,,6,35,30,Temp,post-treatment,10,0.000,0.000,0.000,0.000,0.000,,53.48326300,-113.63524100,POINT (-113.635241 53.483263)
